"","Sampletype","Calibtype","Calibnum","Sampnum","ab","Samp","SampleID","Temp","Pressure_inHg","Pressure","Index","Time","X28","X32","X40","X15","X99","X29","X34","N2.Ar","O2.Ar","29/28","34/32","Sampleset","Treatment","Sampletime","Location","samptype","Sampler","Date","Comments","waterbath1","waterbath2","rundate","nar","O2ar","watdensv","osat1v","nsatv","arsatv","narsat","O2arsat","coef1","coef2","narcalc","arcoef1","arcoef2","arconc","nconc","O2conc","O2arcalc"
"11","Samp",NA,NA,1,"a",8,"J7",10.77,26.36,669.543992223167,1130,1899-12-31 14:06:38,1.152414e-08,5.651613e-09,2.905345e-10,1.412716e-11,3.768432e-07,8.019017e-11,2.142595e-11,39.66533,19.45247,0.006958449,0.003791121,NA,NA,"8/30/18 12:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.66533,19.45247,0.999626663584164,9.74965377336406,15.8238285441074,0.59545453853412,26.5743688562056,16.3734645425083,3.72148250767853,0.574873050380444,26.5240117591255,-0.118176750805449,2684916970.18597,0.661884258669046,26.253857541913,10.0235393743397,15.6359586951885
"12","Samp",NA,NA,1,"b",8,"J7",10.77,26.36,669.543992223167,1142,1899-12-31 14:07:14,1.156592e-08,5.665601e-09,2.911781e-10,1.412981e-11,3.781659e-07,8.054097e-11,2.142769e-11,39.72113,19.45752,0.006963646,0.003782069,NA,NA,"8/30/18 12:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.72113,19.45752,0.999626663584164,9.74965377336406,15.8238285441074,0.59545453853412,26.5743688562056,16.3734645425083,3.72148250767853,0.574873050380444,26.5560896753367,-0.118176750805449,2684916970.18597,0.663612271231057,26.3594292951641,10.0483480915623,15.640017901624
"13","Samp",NA,NA,2,"a",11,"J14",12.77,26.35,669.289992226118,1578,1899-12-31 14:28:59,1.116566e-08,5.727732e-09,2.821084e-10,1.224741e-11,3.706117e-07,7.790089e-11,2.167668e-11,39.57932,20.3033,0.006976829,0.003784514,NA,NA,"8/30/18 18:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.57932,20.3033,0.999404840467582,9.30837539996488,15.1657955069378,0.568721348560932,26.6664783119408,16.3671988461808,5.01821614534343,0.540695071563568,26.4185594051808,-0.129302785168166,2751559451.04529,0.646935249071099,25.6052572422647,10.2300615345315,16.2708935145745
"14","Samp",NA,NA,2,"b",11,"J14",12.77,26.35,669.289992226118,1587,1899-12-31 14:29:25,1.117386e-08,5.734401e-09,2.822625e-10,1.228595e-11,3.718213e-07,7.802444e-11,2.171081e-11,39.58677,20.31585,0.006982767,0.003786064,NA,NA,"8/30/18 18:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.58677,20.31585,0.999404840467582,9.30837539996488,15.1657955069378,0.568721348560932,26.6664783119408,16.3671988461808,5.01821614534343,0.540695071563568,26.4225875834639,-0.129302785168166,2751559451.04529,0.647359264382505,25.6268623064794,10.2419727553034,16.2809509788098
"15","Samp",NA,NA,2,"a",12,"J4",7.76,26.36,669.543992223167,1650,1899-12-31 14:32:34,1.226153e-08,4.242001e-09,3.069426e-10,1.891508e-11,3.521313e-07,8.521564e-11,1.619914e-11,39.94732,13.82018,0.006949835,0.003818749,NA,NA,"8/30/18 8:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.94732,13.82018,0.999860373442505,10.4799892735762,16.9126836502716,0.639664190682272,26.4399412951855,16.3835797379844,5.01821614534343,0.540695071563568,26.6175351915162,-0.129302785168166,2751559451.04529,0.715268026790248,28.5730407519586,7.57645980285815,11.0753757828655
"16","Samp",NA,NA,2,"b",12,"J4",7.76,26.36,669.543992223167,1659,1899-12-31 14:33:00,1.229086e-08,4.23574e-09,3.074494e-10,1.895407e-11,3.534674e-07,8.545898e-11,1.619063e-11,39.97686,13.77703,0.00695305,0.003822386,NA,NA,"8/30/18 8:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.97686,13.77703,0.999860373442505,10.4799892735762,16.9126836502716,0.639664190682272,26.4399412951855,16.3835797379844,5.01821614534343,0.540695071563568,26.6335073239302,-0.129302785168166,2751559451.04529,0.716662517120038,28.6499171141554,7.56527729374849,11.0407957365107
"17","Samp",NA,NA,2,"a",13,"J16",10.17,26.37,669.797992220217,1718,1899-12-31 14:35:56,1.169224e-08,4.647755e-09,2.938914e-10,1.672051e-11,3.530967e-07,8.122471e-11,1.770532e-11,39.78423,15.81453,0.00694689,0.003809436,NA,NA,"8/30/18 20:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.78423,15.81453,0.999683072069015,9.89184285240148,16.0362710865533,0.604066843979922,26.5471797473564,16.3754110178083,5.01821614534343,0.540695071563568,26.5293532322949,-0.129302785168166,2751559451.04529,0.679356874082766,27.0276901305898,8.30115997875365,12.6736310655432
"18","Samp",NA,NA,2,"b",13,"J16",10.17,26.37,669.797992220217,1730,1899-12-31 14:36:32,1.164076e-08,4.639043e-09,2.930425e-10,1.660132e-11,3.518096e-07,8.09349e-11,1.764289e-11,39.72379,15.83061,0.006952717,0.00380313,NA,NA,"8/30/18 20:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.72379,15.83061,0.999683072069015,9.89184285240148,16.0362710865533,0.604066843979922,26.5471797473564,16.3754110178083,5.01821614534343,0.540695071563568,26.4966736221696,-0.129302785168166,2751559451.04529,0.677021075264774,26.8938430193921,8.28559984149709,12.6865174420295
"19","Samp",NA,NA,2,"a",14,"J18",9.13,26.41,670.813992208416,1789,1899-12-31 14:39:28,1.202478e-08,3.966392e-09,3.009867e-10,2.150353e-11,3.415225e-07,8.356697e-11,1.517091e-11,39.9512,13.17796,0.006949562,0.003824864,NA,NA,"8/30/18 22:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.9512,13.17796,0.999769403787652,10.1556575112798,16.4315550668893,0.620046484669346,26.5005212885801,16.3788647502703,5.01821614534343,0.540695071563568,26.6196330883938,-0.129302785168166,2751559451.04529,0.698880013855768,27.9210952095545,7.08420614478359,10.5607060871544
"20","Samp",NA,NA,2,"b",14,"J18",9.13,26.41,670.813992208416,1802,1899-12-31 14:40:07,1.201312e-08,3.952765e-09,3.007312e-10,2.152459e-11,3.403258e-07,8.350549e-11,1.511515e-11,39.94636,13.14385,0.006951192,0.003823943,NA,NA,"8/30/18 22:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.94636,13.14385,0.999769403787652,10.1556575112798,16.4315550668893,0.620046484669346,26.5005212885801,16.3788647502703,5.01821614534343,0.540695071563568,26.6170161242475,-0.129302785168166,2751559451.04529,0.698176990416026,27.8896294028751,7.05986753247927,10.5333706206154
"21","Samp",NA,NA,2,"a",15,"J3",7.76,26.36,669.543992223167,1842,1899-12-31 14:42:06,1.22266e-08,4.149847e-09,3.055488e-10,1.911441e-11,3.499833e-07,8.499588e-11,1.587547e-11,40.01523,13.58162,0.006951716,0.003825557,NA,NA,"8/30/18 8:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.01523,13.58162,0.999860373442505,10.4799892735762,16.9126836502716,0.639664190682272,26.4399412951855,16.3835797379844,5.01821614534343,0.540695071563568,26.6542537938261,-0.129302785168166,2751559451.04529,0.711432903227382,28.4681512522114,7.41186741434325,10.8841958093224
"22","Samp",NA,NA,2,"b",15,"J3",7.76,26.36,669.543992223167,1854,1899-12-31 14:42:42,1.221665e-08,4.173609e-09,3.067466e-10,1.895794e-11,3.505307e-07,8.490996e-11,1.596847e-11,39.82651,13.60605,0.00695035,0.003826057,NA,NA,"8/30/18 8:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.82651,13.60605,0.999860373442505,10.4799892735762,16.9126836502716,0.639664190682272,26.4399412951855,16.3835797379844,5.01821614534343,0.540695071563568,26.5522138199206,-0.129302785168166,2751559451.04529,0.714728721137843,28.4651505596835,7.4543077244317,10.9037738054393
"23","Samp",NA,NA,2,"a",16,"J11",14.16,26.36,669.543992223167,1966,1899-12-31 14:48:17,1.103863e-08,6.103045e-09,2.786809e-10,1.245334e-11,3.829713e-07,7.694514e-11,2.305476e-11,39.61028,21.89976,0.006970534,0.003777583,NA,NA,"8/30/18 16:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.61028,21.89976,0.999221077885766,9.02766264191022,14.7482770646183,0.551711113043222,26.7318832554728,16.3630248303571,5.01821614534343,0.540695071563568,26.4352993245964,-0.129302785168166,2751559451.04529,0.637504279052642,25.2517229944733,10.9003923189868,17.5502831044578
"24","Samp",NA,NA,2,"b",16,"J11",14.16,26.36,669.543992223167,1978,1899-12-31 14:48:52,1.100174e-08,6.096704e-09,2.781751e-10,1.243653e-11,3.817755e-07,7.674262e-11,2.303313e-11,39.54968,21.91678,0.0069755,0.003777965,NA,NA,"8/30/18 16:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.54968,21.91678,0.999221077885766,9.02766264191022,14.7482770646183,0.551711113043222,26.7318832554728,16.3630248303571,5.01821614534343,0.540695071563568,26.4025332032596,-0.129302785168166,2751559451.04529,0.636112540282303,25.1580474121522,10.8890669252375,17.5639227890223
"25","Samp",NA,NA,2,"a",17,"J15",10.17,26.37,669.797992220217,2044,1899-12-31 14:52:09,1.168321e-08,4.688566e-09,2.931393e-10,1.661236e-11,3.564211e-07,8.123657e-11,1.788054e-11,39.85547,15.99433,0.006953277,0.003813647,NA,NA,"8/30/18 20:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.85547,15.99433,0.999683072069015,9.89184285240148,16.0362710865533,0.604066843979922,26.5471797473564,16.3754110178083,5.01821614534343,0.540695071563568,26.5678723491931,-0.129302785168166,2751559451.04529,0.677287426219635,26.9936086970739,8.37405079160694,12.8177212702844
"26","Samp",NA,NA,2,"b",17,"J15",10.17,26.37,669.797992220217,2056,1899-12-31 14:52:45,1.168631e-08,4.678802e-09,2.931681e-10,1.658807e-11,3.560502e-07,8.127202e-11,1.780675e-11,39.86213,15.95945,0.006954466,0.003805835,NA,NA,"8/30/18 20:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.86213,15.95945,0.999683072069015,9.89184285240148,16.0362710865533,0.604066843979922,26.5471797473564,16.3754110178083,5.01821614534343,0.540695071563568,26.5714733783697,-0.129302785168166,2751559451.04529,0.677366671131825,27.0012783023241,8.35661172133913,12.7897687322345
"27","Samp",NA,NA,3,"a",20,"J21",7.88,26.45,671.829992196615,2299,1899-12-31 15:04:52,1.233487e-08,3.813417e-09,3.065125e-10,2.359066e-11,3.456386e-07,8.580117e-11,1.460566e-11,40.24263,12.44131,0.006955986,0.003830072,NA,NA,"8/31/18 2:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.24263,12.44131,0.999853460644833,10.485177395999,16.9248618341861,0.639997297427643,26.4452082879297,16.3831588635489,5.16369121674516,0.536744603216401,26.7637056884796,-0.0951208148807524,2650823979.18946,0.717389870040557,28.8696551057902,6.88019055512878,9.95253653551561
"28","Samp",NA,NA,3,"b",20,"J21",7.88,26.45,671.829992196615,2311,1899-12-31 15:05:28,1.234649e-08,3.803273e-09,3.066559e-10,2.365361e-11,3.458621e-07,8.584739e-11,1.460846e-11,40.26171,12.40241,0.00695318,0.003841023,NA,NA,"8/31/18 2:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.26171,12.40241,0.999853460644833,10.485177395999,16.9248618341861,0.639997297427643,26.4452082879297,16.3831588635489,5.16369121674516,0.536744603216401,26.773946775509,-0.0951208148807524,2650823979.18946,0.717769998199173,28.8986475141956,6.86188868754094,9.92141813470158
"29","Samp",NA,NA,3,"a",21,"J24",7.62,26.46,672.083992193665,2348,1899-12-31 15:07:18,1.245361e-08,3.810446e-09,3.093459e-10,2.222202e-11,3.490744e-07,8.655226e-11,1.460144e-11,40.25787,12.31775,0.006949975,0.00383195,NA,NA,"8/31/18 4:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.25787,12.31775,0.999868178739984,10.556626423827,17.0318954327567,0.64432248305162,26.4338058670415,16.3840727298991,5.16369121674516,0.536744603216401,26.7718856762326,-0.0951208148807524,2650823979.18946,0.724900714703192,29.1829587354282,6.87483025853932,9.85369361508936
"30","Samp",NA,NA,3,"b",21,"J24",7.62,26.46,672.083992193665,2364,1899-12-31 15:08:06,1.245644e-08,3.80753e-09,3.094481e-10,2.210664e-11,3.483018e-07,8.659559e-11,1.460778e-11,40.25372,12.30426,0.006951876,0.003836549,NA,NA,"8/31/18 4:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.25372,12.30426,0.999868178739984,10.556626423827,17.0318954327567,0.64432248305162,26.4338058670415,16.3840727298991,5.16369121674516,0.536744603216401,26.7696581861293,-0.0951208148807524,2650823979.18946,0.725171628913866,29.1908557022427,6.8695691932903,9.84290216966568
"31","Samp",NA,NA,3,"a",22,"J12",14.16,26.36,669.543992223167,2440,1899-12-31 15:11:53,1.100996e-08,6.045669e-09,2.773856e-10,1.24191e-11,3.830718e-07,7.668896e-11,2.292218e-11,39.69191,21.79518,0.006965415,0.003791505,NA,NA,"8/30/18 16:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.69191,21.79518,0.999221077885766,9.02766264191022,14.7482770646183,0.551711113043222,26.7318832554728,16.3630248303571,5.16369121674516,0.536744603216401,26.4681097005963,-0.0951208148807524,2650823979.18946,0.640179585081103,25.4099504748765,10.9076334303945,17.4352479962431
"32","Samp",NA,NA,3,"b",22,"J12",14.16,26.36,669.543992223167,2457,1899-12-31 15:12:43,1.099441e-08,6.060208e-09,2.772644e-10,1.23928e-11,3.834209e-07,7.664835e-11,2.297511e-11,39.65315,21.85714,0.006971576,0.003791142,NA,NA,"8/30/18 16:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.65315,21.85714,0.999221077885766,9.02766264191022,14.7482770646183,0.551711113043222,26.7318832554728,16.3630248303571,5.16369121674516,0.536744603216401,26.4473054797756,-0.0951208148807524,2650823979.18946,0.639858305214826,25.3723973554293,10.9338647841859,17.4848134490564
"33","Samp",NA,NA,3,"a",23,"J22",7.88,26.45,671.829992196615,2534,1899-12-31 15:16:33,1.249907e-08,3.837919e-09,3.091443e-10,2.390109e-11,3.507602e-07,8.696919e-11,1.471106e-11,40.43118,12.41465,0.006958054,0.003833082,NA,NA,"8/31/18 2:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.43118,12.41465,0.999853460644833,10.485177395999,16.9248618341861,0.639997297427643,26.4452082879297,16.3831588635489,5.16369121674516,0.536744603216401,26.8649088834161,-0.0951208148807524,2650823979.18946,0.724366308588988,29.2869846084969,6.92439721518767,9.93120963151299
"34","Samp",NA,NA,3,"b",23,"J22",7.88,26.45,671.829992196615,2543,1899-12-31 15:17:00,1.246429e-08,3.823851e-09,3.087814e-10,2.386481e-11,3.488917e-07,8.66159e-11,1.465039e-11,40.36605,12.38368,0.006949126,0.003831318,NA,NA,"8/31/18 2:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.36605,12.38368,0.999853460644833,10.485177395999,16.9248618341861,0.639997297427643,26.4452082879297,16.3831588635489,5.16369121674516,0.536744603216401,26.8299507074086,-0.0951208148807524,2650823979.18946,0.72340432456694,29.2009751356853,6.89901564251163,9.90643490469524
"35","Samp",NA,NA,3,"a",24,"J26",7.67,26.45,671.829992196615,2637,1899-12-31 15:21:41,1.231247e-08,3.821095e-09,3.074607e-10,2.266625e-11,3.450077e-07,8.554938e-11,1.465718e-11,40.04568,12.42792,0.006948188,0.003835857,NA,NA,"8/31/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.04568,12.42792,0.999865423292941,10.5395677713137,17.005965103981,0.643288232745458,26.4359959320289,16.3838964165914,5.16369121674516,0.536744603216401,26.6579938388761,-0.0951208148807524,2650823979.18946,0.719903381337624,28.8290204399645,6.89404325025294,9.94182508598091
"36","Samp",NA,NA,3,"b",24,"J26",7.67,26.45,671.829992196615,2647,1899-12-31 15:22:10,1.229197e-08,3.806992e-09,3.07164e-10,2.270792e-11,3.442006e-07,8.545224e-11,1.461364e-11,40.01761,12.39401,0.006951875,0.003838632,NA,NA,"8/31/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.01761,12.39401,0.999865423292941,10.5395677713137,17.005965103981,0.643288232745458,26.4359959320289,16.3838964165914,5.16369121674516,0.536744603216401,26.6429274178639,-0.0951208148807524,2650823979.18946,0.719116881862999,28.7773389228096,6.86859853036026,9.91469848002709
"37","Samp",NA,NA,3,"a",25,"J23",7.62,26.46,672.083992193665,2694,1899-12-31 15:24:31,1.213083e-08,3.745491e-09,3.043994e-10,2.161339e-11,3.393982e-07,8.434017e-11,1.439065e-11,39.8517,12.30453,0.006952546,0.003842126,NA,NA,"8/31/18 4:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.8517,12.30453,0.999868178739984,10.556626423827,17.0318954327567,0.64432248305162,26.4338058670415,16.3840727298991,5.16369121674516,0.536744603216401,26.5538761207442,-0.0951208148807524,2650823979.18946,0.711788413890132,28.3659783338254,6.7576380454904,9.84311815856593
"38","Samp",NA,NA,3,"b",25,"J23",7.62,26.46,672.083992193665,2710,1899-12-31 15:25:18,1.207162e-08,3.73087e-09,3.033793e-10,2.155054e-11,3.375908e-07,8.388951e-11,1.432019e-11,39.79052,12.29771,0.006949315,0.003838297,NA,NA,"8/31/18 4:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.79052,12.29771,0.999868178739984,10.556626423827,17.0318954327567,0.64432248305162,26.4338058670415,16.3840727298991,5.16369121674516,0.536744603216401,26.5210380859194,-0.0951208148807524,2650823979.18946,0.709084308348961,28.2148333530455,6.73125874679148,9.83766243893735
"39","Samp",NA,NA,3,"a",26,"J5",8.69,26.37,669.797992220217,2780,1899-12-31 15:28:47,1.13356e-08,4.937418e-09,2.881964e-10,1.493176e-11,3.578139e-07,7.877671e-11,1.877264e-11,39.3329,17.13213,0.006949497,0.003802116,NA,NA,"8/30/18 10:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.3329,17.13213,0.999801478218434,10.2483788869523,16.567823590533,0.625650486192909,26.4809569498593,16.3803579044808,5.16369121674516,0.536744603216401,26.2754130205956,-0.0951208148807524,2650823979.18946,0.668837112955325,26.3073032801605,8.90812011650518,13.7049996950645
"40","Samp",NA,NA,3,"b",26,"J5",8.69,26.37,669.797992220217,2792,1899-12-31 15:29:23,1.123163e-08,4.910413e-09,2.86282e-10,1.481895e-11,3.554931e-07,7.802797e-11,1.867461e-11,39.23275,17.15236,0.006947164,0.003803062,NA,NA,"8/30/18 10:00","Beaver",NA,NA,NA,NA,NA,NA,NA,39.23275,17.15236,0.999801478218434,10.2483788869523,16.567823590533,0.625650486192909,26.4809569498593,16.3803579044808,5.16369121674516,0.536744603216401,26.2216580485834,-0.0951208148807524,2650823979.18946,0.663762375529565,26.0412233385575,8.8593975283536,13.7211828634056
"41","Samp",NA,NA,4,"a",29,"J2",7.68,26.34,669.035992229068,3294,1899-12-31 15:54:25,1.191699e-08,3.788285e-09,2.973556e-10,2.016176e-11,3.404136e-07,8.289108e-11,1.452663e-11,40.07656,12.73991,0.006955706,0.003834618,NA,NA,"8/30/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.07656,12.73991,0.999864867912499,10.4926270346635,16.9305415843596,0.640424556528506,26.4364340994879,16.3838611866165,6.12532606790224,0.513180064190123,26.6918177012216,-0.115734856703818,2778387394.49004,0.710434194017205,28.4717586025822,6.94708122441916,10.17613763352
"42","Samp",NA,NA,4,"b",29,"J2",7.68,26.34,669.035992229068,3317,1899-12-31 15:55:34,1.191357e-08,3.759052e-09,2.97699e-10,2.035298e-11,3.386007e-07,8.279206e-11,1.443065e-11,40.01883,12.62702,0.006949394,0.003838906,NA,NA,"8/30/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.01883,12.62702,0.999864867912499,10.4926270346635,16.9305415843596,0.640424556528506,26.4364340994879,16.3838611866165,6.12532606790224,0.513180064190123,26.6621918161159,-0.115734856703818,2778387394.49004,0.711388292248473,28.468927131482,6.89347279067316,10.0859655540118
"43","Samp",NA,NA,4,"a",30,"J1",7.68,26.34,669.035992229068,3386,1899-12-31 15:59:00,1.227118e-08,3.754807e-09,3.044053e-10,2.126002e-11,3.464039e-07,8.526573e-11,1.439416e-11,40.31199,12.33489,0.006948453,0.003833528,NA,NA,"8/30/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.31199,12.33489,0.999864867912499,10.4926270346635,16.9305415843596,0.640424556528506,26.4364340994879,16.3838611866165,6.12532606790224,0.513180064190123,26.8126356837338,-0.115734856703818,2778387394.49004,0.730020991632142,29.428598914465,6.88568817050925,9.85262363190398
"44","Samp",NA,NA,4,"b",30,"J1",7.68,26.34,669.035992229068,3400,1899-12-31 15:59:42,1.223717e-08,3.744196e-09,3.03691e-10,2.118068e-11,3.460912e-07,8.509632e-11,1.436785e-11,40.2948,12.32896,0.006953921,0.003837366,NA,NA,"8/30/18 6:00","Beaver",NA,NA,NA,NA,NA,NA,NA,40.2948,12.32896,0.999864867912499,10.4926270346635,16.9305415843596,0.640424556528506,26.4364340994879,16.3838611866165,6.12532606790224,0.513180064190123,26.8038141184304,-0.115734856703818,2778387394.49004,0.728036389516257,29.3360807082797,6.86622937084863,9.84788698178896
